,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q1 2021,153751,47533,17.36,-,1369177,448515,920662,299.78,4486628,23.29,7.46,4.44,2.02%,0.16%,4.29%,-,9988,2021-03-31 00:00:00,219.379,9988
Q4 2020,114314,3220,1.16,-,1312985,433334,879651,281.18,4045725,24.76,7.25,4.20,Upgrade,Upgrade,4.04%,-,9988,2020-12-31 00:00:00,231.545,9988
Q3 2020,,,,,,,,,,,,,,,,,9988,2020-09-30 00:00:00,274.822,9988
Q2 2020,,,,,,,,,,,,,,,,,9988,2020-06-30 00:00:00,209.009,9988
Q1 2020,,,,,,,,,,,,,,,,,9988,2020-03-31 00:00:00,182.882,9988
Q4 2019,,,,,,,,,,,,,,,,,9988,2019-12-31 00:00:00,206.615,9988
Q3 2024,169972,98558,0.25,0.143,48357755,44435477,3922278,10.04,2248256,5.81,3.12,0.52,0.70%,8.60%,17.95%,11.07%,1398,2024-09-30 00:00:00,4.502,1398
Q2 2024,150100,82814,0.23,-,47116536,43252035,3864501,9.79,2054000,5.53,2.94,0.49,0.76%,9.21%,18.87%,-,1398,2024-06-30 00:00:00,4.18,1398
Q1 2024,150090,87653,0.24,-,47600027,43723412,3876615,9.83,1884886,5.02,2.66,0.45,0.85%,10.22%,20.79%,-,1398,2024-03-31 00:00:00,3.55,1398
Q4 2023,181234,95320,0.26,0.306,44697079,40920491,3776588,9.55,1751330,4.55,2.42,0.42,0.86%,10.47%,22.90%,9.81%,1398,2023-12-31 00:00:00,3.442,1398
Q3 2023,169106,94929,0.24,-,44482823,40806945,3675878,9.26,1681380,4.50,2.39,0.43,0.78%,9.33%,23.19%,-,1398,2023-09-30 00:00:00,3.397,1398
Q2 2023,153400,83580,0.23,-,43669606,40073186,3596420,9.04,1766999,4.69,2.48,0.45,0.89%,10.20%,22.21%,-,1398,2023-06-30 00:00:00,3.464,1398
Q1 2023,153439,90164,0.25,-,42033895,38432323,3601572,9.05,1736953,4.39,2.30,0.42,0.95%,10.87%,23.76%,-,1398,2023-03-31 00:00:00,3.464,1398
Q4 2022,180229,94566,0.25,0.303,39610146,36094727,3515419,8.82,1671732,4.27,2.23,0.42,0.97%,11.23%,24.42%,10.30%,1398,2022-12-31 00:00:00,3.332,1398
Q3 2022,172611,94896,0.24,-,39550661,36121656,3429005,8.57,1613489,4.14,2.16,0.43,0.87%,9.87%,24.83%,-,1398,2022-09-30 00:00:00,3.05,1398
Q2 2022,154730,81525,0.23,-,38744376,35411070,3333306,8.30,1910913,4.70,2.45,0.49,1.00%,10.90%,21.86%,-,1398,2022-06-30 00:00:00,3.578,1398
Q1 2022,155582,90145,0.25,-,37296465,33941551,3354914,9.36,2006196,4.73,2.45,0.48,1.10%,12.04%,21.72%,-,1398,2022-03-31 00:00:00,3.693,1398
Q4 2021,193680,96517,0.26,0.293,35171383,31896125,3275258,8.15,1914170,4.60,2.37,0.48,1.01%,11.44%,22.34%,10.66%,1398,2021-12-31 00:00:00,3.378,1398
Q3 2021,162718,88348,0.23,-,35398066,32234781,3163285,8.83,1893586,4.75,2.43,0.50,0.90%,10.36%,21.63%,-,1398,2021-09-30 00:00:00,3.324,1398
Q2 2021,150601,77743,0.22,-,35136284,32089477,3046807,7.67,2072184,5.36,2.75,0.57,1.02%,11.69%,19.19%,-,1398,2021-06-30 00:00:00,3.501,1398
Q1 2021,151258,85730,0.24,-,34367549,31373317,2994232,8.35,2256575,6.17,3.14,0.64,1.05%,12.21%,16.68%,-,1398,2021-03-31 00:00:00,4.011,1398
Q4 2020,180700,87231,0.22,0.266,33345058,30435543,2909515,8.12,2034320,5.58,2.85,0.59,0.97%,11.55%,18.44%,8.74%,1398,2020-12-31 00:00:00,3.601,1398
Q3 2020,143627,79885,0.22,-,33471851,30649771,2822080,7.87,1862780,5.73,2.84,0.58,0.79%,9.38%,17.72%,-,1398,2020-09-30 00:00:00,2.89,1398
Q2 2020,130195,64296,0.18,-,33112010,30365254,2746756,7.08,1881016,5.94,2.94,0.62,1.09%,12.43%,17.09%,-,1398,2020-06-30 00:00:00,3.378,1398
Q1 2020,146695,84494,0.24,-,32094478,29314184,2780294,7.75,1980618,5.83,3.00,0.65,0.80%,9.05%,17.39%,-,1398,2020-03-31 00:00:00,3.605,1398
Q4 2019,,,,,,,,,,,,,,,,,1398,2019-12-31 00:00:00,4.074,1398
Q3 2024,143471,78480,0.19,0.116,43553293,40543004,3010289,7.27,1809801,6.28,2.89,0.54,0.62%,8.67%,16.91%,10.82%,1288,2024-09-30 00:00:00,3.564,1288
Q2 2024,135606,65506,0.18,-,41984553,38928090,3056463,7.06,1598265,5.81,2.64,0.49,0.69%,9.61%,18.29%,-,1288,2024-06-30 00:00:00,3.252,1288
Q1 2024,130536,70386,0.19,-,42157279,39158056,2999223,7.06,1565072,5.73,2.59,0.48,0.63%,8.68%,18.57%,-,1288,2024-03-31 00:00:00,2.996,1288
Q4 2023,155689,62000,0.17,0.231,39872989,36976122,2896867,6.88,1372722,4.92,2.23,0.43,0.77%,10.68%,21.62%,9.33%,1288,2023-12-31 00:00:00,2.732,1288
Q3 2023,140630,74122,0.18,-,38698016,35876558,2821458,6.67,1323181,4.90,2.20,0.44,0.66%,9.05%,21.82%,-,1288,2023-09-30 00:00:00,2.651,1288
Q2 2023,130590,61680,0.17,-,38033395,35312689,2720706,6.50,1312375,4.93,2.19,0.45,0.82%,10.67%,21.71%,-,1288,2023-06-30 00:00:00,2.559,1288
Q1 2023,132852,71554,0.20,-,36811547,34078356,2733191,6.53,1224055,4.40,1.95,0.39,0.72%,9.26%,24.32%,-,1288,2023-03-31 00:00:00,2.418,1288
Q4 2022,156583,61694,0.16,0.222,33925488,31251728,2673760,6.37,1132617,4.14,1.82,0.37,0.83%,10.66%,25.87%,11.30%,1288,2022-12-31 00:00:00,2.227,1288
Q3 2022,135768,68786,0.18,-,33826452,31194574,2631878,6.24,1079687,4.11,1.80,0.37,0.74%,9.27%,25.75%,-,1288,2022-09-30 00:00:00,1.953,1288
Q2 2022,125336,58431,0.15,-,32426420,29900207,2526213,6.03,1220334,4.45,1.92,0.41,0.94%,11.32%,23.77%,-,1288,2022-06-30 00:00:00,2.256,1288
Q1 2022,132330,70321,0.20,-,30888302,28354073,2534229,6.05,1307205,4.56,1.95,0.42,0.75%,9.19%,23.21%,-,1288,2022-03-31 00:00:00,2.294,1288
Q4 2021,151595,54474,0.15,0.207,29069155,26647796,2421359,5.87,1234471,4.42,1.81,0.42,0.90%,11.25%,23.98%,12.46%,1288,2021-12-31 00:00:00,2.042,1288
Q3 2021,134149,64431,0.16,-,28988663,26661513,2327150,5.72,1216216,4.42,1.87,0.43,0.79%,10.00%,23.57%,-,1288,2021-09-30 00:00:00,2.042,1288
Q2 2021,125851,56417,0.16,-,28652363,26389996,2262367,5.53,1246354,4.71,1.98,0.46,0.95%,11.82%,22.13%,-,1288,2021-06-30 00:00:00,2.058,1288
Q1 2021,144265,65861,0.18,-,28547154,26276758,2270396,5.56,1383494,5.60,2.35,0.51,0.74%,9.23%,18.66%,-,1288,2021-03-31 00:00:00,2.199,1288
Q4 2020,134494,50590,0.14,0.185,27205047,24994301,2210746,5.39,1277773,5.21,2.18,0.49,0.84%,10.66%,20.07%,10.97%,1288,2020-12-31 00:00:00,2.001,1288
Q3 2020,119488,56501,0.15,-,27296753,25132374,2164379,5.24,1229345,5.61,2.25,0.50,0.68%,8.69%,18.27%,-,1288,2020-09-30 00:00:00,1.711,1288
Q2 2020,98588,44647,0.12,-,26472127,24379118,2093009,5.14,1279759,5.99,2.43,0.56,1.01%,12.92%,17.10%,-,1288,2020-06-30 00:00:00,2.065,1288
Q1 2020,142063,64187,0.18,-,26226388,24193551,2032837,5.20,1273138,5.53,2.32,0.57,0.50%,6.42%,18.49%,-,1288,2020-03-31 00:00:00,2.058,1288
Q4 2019,,,,,,,,,,,,,,,,,1288,2019-12-31 00:00:00,2.27,1288
Q3 2024,12702,1886,0.46,0.400,122998,77230,45768,11.35,1517072,15.99,3.50,4.23,7.77%,23.04%,6.25%,5.30%,4333,2024-09-30 00:00:00,249.201,4333
Q2 2024,12791,2634,0.65,0.390,101174,54923,46251,11.42,1655346,15.76,3.70,4.58,11.04%,32.50%,6.34%,5.25%,4333,2024-06-30 00:00:00,248.802,4333
Q1 2024,14668,3638,0.89,0.390,98782,53572,45210,11.17,1633595,15.38,3.60,4.62,11.22%,36.54%,6.50%,5.23%,4333,2024-03-31 00:00:00,248.404,4333
Q4 2023,15203,3958,0.96,0.390,101852,57499,44353,10.91,1655163,16.83,3.72,4.79,10.43%,30.67%,5.94%,5.30%,4333,2023-12-31 00:00:00,248.016,4333
Q3 2023,14571,3212,0.78,0.390,97529,55234,42295,10.38,1519165,16.87,3.53,4.58,9.36%,27.14%,5.93%,5.31%,4333,2023-09-30 00:00:00,247.629,4333
Q2 2023,13592,2773,0.67,0.380,95840,54366,41474,10.13,1560285,17.63,3.75,4.81,9.46%,26.68%,5.67%,5.32%,4333,2023-06-30 00:00:00,247.243,4333
Q1 2023,13632,2670,0.65,0.380,93054,52782,40272,9.82,1470974,16.29,3.58,4.65,9.20%,28.09%,6.14%,4.51%,4333,2023-03-31 00:00:00,246.857,4333
Q4 2022,13102,2815,0.68,0.380,94002,54229,39773,9.68,1474806,15.91,3.64,4.72,9.65%,30.48%,6.29%,4.48%,4333,2022-12-31 00:00:00,246.482,4333
Q3 2022,12835,3044,0.73,0.380,92797,52397,40400,9.74,1596601,16.95,3.94,5.04,9.17%,28.94%,5.90%,3.67%,4333,2022-09-30 00:00:00,295.404,4333
Q2 2022,12720,2973,0.71,0.370,94262,54766,39496,9.51,1827835,19.83,4.55,5.94,8.95%,28.39%,5.04%,3.62%,4333,2022-06-30 00:00:00,295.03,4333
Q1 2022,12900,2980,0.70,0.370,95981,53280,42701,10.13,1836396,20.71,4.65,5.53,9.40%,29.54%,4.83%,3.59%,4333,2022-03-31 00:00:00,368.414,4333
Q4 2021,13126,3009,0.71,0.370,97497,56222,41275,9.79,1813597,22.03,4.68,5.65,9.25%,28.87%,4.54%,3.56%,4333,2021-12-31 00:00:00,368.05,4333
Q3 2021,12803,2863,0.68,0.370,93896,53691,40205,9.54,1669335,21.03,4.40,5.35,9.07%,26.35%,4.75%,5.77%,4333,2021-09-30 00:00:00,367.687,4333
Q2 2021,11960,2545,0.60,0.360,95601,56480,39121,9.27,1466574,18.68,3.94,4.84,8.36%,22.86%,5.35%,9.09%,4333,2021-06-30 00:00:00,367.324,4333
Q1 2021,11929,2174,0.51,0.360,95003,56846,38157,9.04,1269923,15.66,3.41,4.29,9.08%,28.64%,6.38%,9.20%,4333,2021-03-31 00:00:00,146.567,4333
Q4 2020,12154,2636,0.62,0.360,94853,56933,37920,8.95,1518741,17.47,3.97,5.17,9.74%,31.15%,5.72%,9.14%,4333,2020-12-31 00:00:00,146.215,4333
Q3 2020,11983,2774,0.65,0.360,91394,55686,35708,8.46,1397658,16.72,3.57,5.05,Upgrade,Upgrade,5.98%,3.55%,4333,2020-09-30 00:00:00,145.865,4333
Q2 2020,,,,,,,,,,,,,,,,,4333,2020-06-30 00:00:00,388.622,4333
Q1 2020,,,,,,,,,,,,,,,,,4333,2020-03-31 00:00:00,388.272,4333
Q4 2019,,,,,,,,,,,,,,,,,4333,2019-12-31 00:00:00,387.933,4333
Q3 2024,244714,30680,1.42,-,1983343,653755,1329588,61.92,1620365,10.67,1.43,1.10,6.99%,15.05%,9.37%,-,941,2024-09-30 00:00:00,73.45,0941
Q2 2024,283037,50592,2.34,2.420,1986307,637738,1348569,62.69,1685841,11.55,1.53,1.16,3.90%,8.94%,8.66%,6.58%,941,2024-06-30 00:00:00,74.373,0941
Q1 2024,263707,29609,1.38,-,1995601,653771,1341830,62.34,1474712,10.21,1.33,1.01,3.06%,8.12%,9.80%,-,941,2024-03-31 00:00:00,62.569,0941
Q4 2023,233749,26260,1.22,2.120,1957357,646672,1310685,61.15,1426568,9.83,1.28,0.99,4.53%,9.09%,10.18%,7.97%,941,2023-12-31 00:00:00,60.605,0941
Q3 2023,244841,29333,1.37,0.015,1949176,665247,1283929,59.98,1439666,10.13,1.36,1.04,6.86%,14.84%,9.87%,7.48%,941,2023-09-30 00:00:00,61.446,0941
Q2 2023,279973,48106,2.25,2.249,1956296,654711,1301585,60.70,1402222,9.88,1.34,1.00,3.76%,8.78%,10.12%,7.99%,941,2023-06-30 00:00:00,57.734,0941
Q1 2023,250746,28067,1.31,-,1957557,663636,1293921,60.20,1394393,9.54,1.27,0.94,3.98%,8.61%,10.48%,-,941,2023-03-31 00:00:00,55.401,0941
Q4 2022,213772,26927,1.26,2.020,1900238,634115,1266123,59.08,1127871,7.95,1.06,0.79,3.95%,8.96%,12.58%,9.78%,941,2022-12-31 00:00:00,45.079,0941
Q3 2022,226553,28257,1.33,-,1858447,619128,1239319,57.96,1089022,7.74,1.07,0.80,6.77%,14.08%,12.92%,-,941,2022-09-30 00:00:00,43.467,0941
Q2 2022,269614,44651,2.09,1.881,1910381,622933,1287448,60.08,1066521,7.16,1.01,0.71,3.60%,8.46%,13.96%,14.87%,941,2022-06-30 00:00:00,40.876,0941
Q1 2022,227320,25624,1.20,-,1845500,594671,1250829,58.39,1182477,8.15,1.09,0.77,-,-,12.28%,-,941,2022-03-31 00:00:00,43.097,0941
Q4 2021,199628,28975,1.41,3.308,1806027,631035,1174992,57.19,958253,6.73,0.92,0.66,-,-,14.85%,15.37%,941,2021-12-31 00:00:00,37.247,0941
Q3 2021,204983,27844,1.36,-,-,-,-,-,961324,7.03,0.94,-,-,12.03%,14.23%,-,941,2021-09-30 00:00:00,37.367,0941
Q2 2021,245218,35062,1.72,1.356,1800453,618614,1181839,57.53,994085,7.43,1.01,0.70,-,8.36%,13.45%,9.12%,941,2021-06-30 00:00:00,37.399,0941
Q1 2021,198429,24056,1.17,-,-,-,1152772,56.11,1043226,8.11,1.12,0.76,-,9.30%,12.33%,-,941,2021-03-31 00:00:00,37.919,0941
Q4 2020,193670,26243,1.28,1.481,1727882,575110,1152772,56.11,905016,7.07,0.99,0.66,-,9.11%,14.15%,10.39%,941,2020-12-31 00:00:00,33.007,0941
Q3 2020,184537,25835,-,-,-,-,1130010,55.01,1012513,8.34,1.18,0.79,-,11.57%,12.00%,-,941,2020-09-30 00:00:00,36.803,0941
Q2 2020,208563,32265,1.57,1.398,1724518,594508,1130010,55.01,1070868,9.18,1.31,0.86,-,8.49%,10.90%,8.51%,941,2020-06-30 00:00:00,37.914,0941
Q1 2020,181300,23500,-,-,-,-,1107289,53.91,1180412,10.13,1.45,0.97,-,9.13%,9.87%,-,941,2020-03-31 00:00:00,40.51,0941
Q4 2019,,,,,,,,,,,,,,,,,941,2019-12-31 00:00:00,46.026,0941
Q3 2024,155587,91450,0.35,0.197,40923042,37579717,3343325,12.48,1497920,4.12,2.19,0.40,0.78%,9.59%,24.62%,11.63%,939,2024-09-30 00:00:00,5.687,0939
Q2 2024,140050,77509,0.31,-,40294387,37038911,3255476,12.14,1463490,4.20,2.21,0.42,0.89%,10.80%,24.20%,-,939,2024-06-30 00:00:00,5.159,0939
Q1 2024,147127,86817,0.35,-,39729281,36466753,3262528,12.17,1206205,3.42,1.79,0.34,0.81%,9.83%,29.72%,-,939,2024-03-31 00:00:00,4.22,0939
Q4 2023,176166,77199,0.29,0.400,38324826,35152752,3172074,11.80,1186745,3.29,1.73,0.34,0.93%,11.65%,30.88%,10.60%,939,2023-12-31 00:00:00,4.157,0939
Q3 2023,153436,88110,0.35,-,37845287,34748165,3097122,11.50,1127510,3.20,1.68,0.34,0.83%,10.56%,31.64%,-,939,2023-09-30 00:00:00,3.952,0939
Q2 2023,143370,78601,0.32,-,38254706,35298478,2956228,11.18,1283809,3.65,1.91,0.40,1.00%,12.21%,27.79%,-,939,2023-06-30 00:00:00,4.15,0939
Q1 2023,149371,88743,0.35,-,36941947,33978267,2963680,11.21,1288847,3.52,1.85,0.38,0.90%,10.86%,28.81%,-,939,2023-03-31 00:00:00,4.167,0939
Q4 2022,180586,76978,0.29,0.389,34600711,31724467,2876244,10.86,1236702,3.42,1.78,0.38,1.00%,12.43%,29.68%,10.99%,939,2022-12-31 00:00:00,4.003,0939
Q3 2022,148238,85850,0.34,-,34299695,31486358,2813337,10.60,1149928,3.32,1.58,0.37,0.91%,11.13%,30.52%,-,939,2022-09-30 00:00:00,3.716,0939
Q2 2022,132996,73386,0.30,-,33689078,31007226,2681852,10.24,1335100,3.72,1.70,0.42,1.12%,13.16%,27.30%,-,939,2022-06-30 00:00:00,4.314,0939
Q1 2022,153587,88513,0.35,-,32012252,29314072,2698180,10.29,1490604,3.98,1.81,0.45,0.94%,10.96%,25.52%,-,939,2022-03-31 00:00:00,4.461,0939
Q4 2021,225801,70360,0.26,0.364,30253979,27639857,2614122,9.95,1367261,3.74,1.70,0.43,1.05%,12.62%,27.16%,10.93%,939,2021-12-31 00:00:00,4.09,0939
Q3 2021,157909,78853,0.32,-,30135551,27587342,2548209,9.69,1410718,4.00,1.89,0.46,0.96%,11.53%,25.46%,-,939,2021-09-30 00:00:00,4.226,0939
Q2 2021,129521,70185,0.28,-,29833188,27370847,2462341,9.35,1545678,4.57,2.19,0.52,1.15%,13.67%,22.31%,-,939,2021-06-30 00:00:00,4.333,0939
Q1 2021,143066,83115,0.33,-,29378083,26908834,2469249,9.38,1655996,5.21,2.46,0.57,0.94%,11.15%,19.58%,-,939,2021-03-31 00:00:00,4.638,0939
Q4 2020,187728,65218,0.24,0.326,28132254,25742901,2389353,9.06,1487608,4.72,2.23,0.52,0.98%,11.82%,21.64%,9.27%,939,2020-12-31 00:00:00,4.177,0939
Q3 2020,126093,68206,0.27,-,28298121,25952251,2345870,8.81,1274230,4.59,2.17,0.48,0.85%,10.00%,22.14%,-,939,2020-09-30 00:00:00,3.56,0939
Q2 2020,111261,56771,0.23,-,27655247,25353930,2301317,8.65,1573832,5.83,2.75,0.62,1.23%,14.18%,17.44%,-,939,2020-06-30 00:00:00,4.198,0939
Q1 2020,137285,80855,0.32,-,27110165,24775110,2335055,8.79,1590819,5.45,2.67,0.62,0.67%,7.63%,18.62%,-,939,2020-03-31 00:00:00,4.245,0939
Q4 2019,,,,,,,,,,,,,,,,,939,2019-12-31 00:00:00,4.506,0939
Q3 2024,135960,57162,0.19,0.121,34068988,31195005,2873983,7.99,1474142,6.12,2.50,0.46,0.79%,9.57%,17.49%,11.16%,3988,2024-09-30 00:00:00,3.556,3988
Q2 2024,131288,62612,0.18,-,33907267,31128291,2778976,7.78,1368223,5.92,2.47,0.46,0.73%,8.66%,18.09%,-,3988,2024-06-30 00:00:00,3.476,3988
Q1 2024,126123,55989,0.18,-,33659046,30874854,2784192,7.79,1275228,5.47,2.30,0.42,0.75%,8.79%,19.57%,-,3988,2024-03-31 00:00:00,2.916,3988
Q4 2023,138413,57046,0.19,0.236,32432166,29675351,2756815,7.58,1175651,4.93,2.06,0.39,0.75%,8.79%,21.73%,9.71%,3988,2023-12-31 00:00:00,2.69,3988
Q3 2023,120719,54763,0.19,-,31764820,29074713,2690107,7.36,1081887,4.67,1.99,0.37,0.86%,10.00%,22.74%,-,3988,2023-09-30 00:00:00,2.474,3988
Q2 2023,125964,62432,0.17,-,31085240,28423477,2661763,7.19,1153043,4.99,2.13,0.40,0.83%,9.53%,21.32%,-,3988,2023-06-30 00:00:00,2.604,3988
Q1 2023,133180,57663,0.19,-,30385693,27768069,2617624,7.16,1065802,4.37,1.86,0.36,0.79%,8.91%,24.32%,-,3988,2023-03-31 00:00:00,2.497,3988
Q4 2022,125915,54342,0.17,0.232,28893548,26330247,2563301,6.98,990423,4.11,1.79,0.34,0.80%,9.11%,25.86%,11.16%,3988,2022-12-31 00:00:00,2.356,3988
Q3 2022,116241,53015,0.18,-,28639287,26120329,2518958,8.09,933518,3.94,1.71,0.34,0.91%,10.47%,26.62%,-,3988,2022-09-30 00:00:00,2.132,3988
Q2 2022,127373,61788,0.18,-,28052758,25608006,2444752,6.61,1066587,4.29,1.82,0.37,0.89%,10.15%,24.48%,-,3988,2022-06-30 00:00:00,2.38,3988
Q1 2022,118946,57377,0.19,-,27459038,25064267,2394771,7.71,1114815,4.31,1.82,0.38,0.83%,9.49%,24.37%,-,3988,2022-03-31 00:00:00,2.395,3988
Q4 2021,132060,53036,0.17,0.221,26722408,24371855,2350553,6.47,1024039,4.05,1.66,0.35,0.82%,9.53%,25.96%,12.73%,3988,2021-12-31 00:00:00,2.137,3988
Q3 2021,121095,50710,0.17,-,26229920,23943604,2286316,7.24,1007355,4.20,1.71,0.36,0.94%,11.09%,25.27%,-,3988,2021-09-30 00:00:00,2.099,3988
Q2 2021,124405,58824,0.18,-,26317327,24086979,2230348,6.25,1014022,4.37,1.76,0.38,0.91%,10.54%,24.29%,-,3988,2021-06-30 00:00:00,2.122,3988
Q1 2021,125505,53989,0.18,-,25834286,23647575,2186711,6.87,1085279,5.02,1.99,0.42,0.80%,9.20%,21.24%,-,3988,2021-03-31 00:00:00,2.082,3988
Q4 2020,117361,47159,0.15,0.197,24402659,22239822,2162837,5.98,1017558,4.74,1.90,0.40,0.79%,9.19%,22.51%,12.59%,3988,2020-12-31 00:00:00,1.864,3988
Q3 2020,112900,44794,0.14,-,24703889,22597996,2105893,6.19,970408,5.10,2.00,0.40,0.85%,9.93%,20.41%,-,3988,2020-09-30 00:00:00,1.688,3988
Q2 2020,104507,48334,0.15,-,24152855,22064242,2088613,6.08,1044695,5.69,2.24,0.46,0.96%,11.17%,18.30%,-,3988,2020-06-30 00:00:00,1.885,3988
Q1 2020,115992,52583,0.17,-,24024645,21966131,2058514,6.24,1051141,5.27,2.14,0.47,0.54%,6.18%,19.68%,-,3988,2020-03-31 00:00:00,1.95,3988
Q4 2019,,,,,,,,,,,,,,,,,3988,2019-12-31 00:00:00,2.187,3988
Q3 2024,16012,6516,0.34,0.100,3098621,2898596,200025,9.66,1251327,7.14,2.78,0.81,0.91%,14.05%,14.65%,7.01%,5,2024-09-30 00:00:00,70.077,0005
Q2 2024,16194,6528,0.34,0.100,2975003,2784589,190414,8.97,1235790,7.18,2.77,0.83,1.44%,22.17%,14.62%,7.36%,5,2024-06-30 00:00:00,67.834,0005
Q1 2024,20032,10584,0.54,0.100,3000517,2802140,198377,9.28,1142598,6.55,2.58,0.74,0.03%,0.46%,16.01%,8.53%,5,2024-03-31 00:00:00,60.059,0005
Q4 2023,5732,-28,-0.01,0.310,3038677,2846067,192610,8.82,1200612,-,2.73,0.80,0.83%,13.14%,15.31%,8.61%,5,2023-12-31 00:00:00,59.394,0005
Q3 2023,15090,6053,0.29,0.100,3020611,2830771,189840,8.56,1190520,5.64,2.41,0.80,0.93%,14.48%,18.46%,7.76%,5,2023-09-30 00:00:00,57.39,0005
Q2 2023,15792,6763,0.33,0.100,3041476,2849825,191651,8.31,1211314,6.62,2.65,0.81,1.49%,23.05%,15.83%,6.46%,5,2023-06-30 00:00:00,56.043,0005
Q1 2023,19739,10745,0.52,0.100,2989696,2792173,197523,8.65,1054309,6.13,2.47,0.68,0.63%,10.05%,17.17%,7.34%,5,2023-03-31 00:00:00,48.232,0005
Q4 2022,12460,4502,0.22,0.230,2949286,2764089,185197,8.01,956161,8.55,2.65,0.66,0.36%,5.55%,12.69%,6.27%,5,2022-12-31 00:00:00,42.698,0005
Q3 2022,10440,2465,0.10,-,2991965,2805972,185993,8.00,806682,8.74,2.26,0.55,0.73%,10.96%,12.64%,-,5,2022-09-30 00:00:00,36.278,0005
Q2 2022,11792,5349,0.26,0.090,2985420,2788730,196690,8.38,1011292,9.69,2.70,0.66,0.46%,6.67%,11.30%,5.08%,5,2022-06-30 00:00:00,44.806,0005
Q1 2022,11666,3243,0.14,-,3021512,2816854,204658,8.68,1080334,12.01,2.83,0.67,0.27%,3.93%,9.29%,-,5,2022-03-31 00:00:00,47.019,0005
Q4 2021,11539,1930,0.09,0.180,2957939,2751162,206777,8.76,952852,9.69,2.42,0.59,0.57%,8.21%,11.39%,5.30%,5,2021-12-31 00:00:00,39.52,0005
Q3 2021,12671,4038,0.17,-,2968791,2762102,206689,8.70,829896,9.37,2.15,0.52,0.52%,7.44%,11.96%,-,5,2021-09-30 00:00:00,34.506,0005
Q2 2021,12849,3608,0.17,0.070,2976005,2769241,206764,8.69,905961,12.68,2.43,0.56,0.61%,8.85%,9.03%,4.92%,5,2021-06-30 00:00:00,37.318,0005
Q1 2021,13421,4341,0.19,-,2958629,2750913,207716,8.66,917422,19.69,2.66,0.57,0.13%,1.85%,6.21%,-,5,2021-03-31 00:00:00,37.858,0005
Q4 2020,10583,760,0.02,0.150,2984164,2779169,204995,8.62,812559,26.89,2.52,0.51,0.28%,4.12%,4.99%,3.77%,5,2020-12-31 00:00:00,32.997,0005
Q3 2020,11142,1830,0.07,-,2955935,2755674,200261,9.52,612208,-36.35,1.81,0.39,0.08%,1.25%,-1.06%,-,5,2020-09-30 00:00:00,24.19,0005
Q2 2020,9227,391,0.01,-,2922798,2727577,195221,8.24,736060,-169.29,2.11,0.49,0.36%,5.13%,0.85%,-,5,2020-06-30 00:00:00,29.385,0005
Q1 2020,10660,2248,0.09,-,2917810,2719539,198271,9.41,888066,31.65,2.28,0.58,Upgrade,Upgrade,4.42%,-,5,2020-03-31 00:00:00,35.839,0005
Q4 2019,,,,,,,,,,,,,,,,,5,2019-12-31 00:00:00,49.395,0005
Q3 2024,702410,43911,0.24,-,2776702,1097908,1678794,8.14,1751497,9.76,0.53,0.94,5.47%,11.51%,10.25%,-,857,2024-09-30 00:00:00,6.34,0857
Q2 2024,741685,42928,0.23,0.220,2768039,1090130,1677909,8.14,1962204,11.10,0.59,1.09,5.86%,12.39%,9.01%,6.38%,857,2024-06-30 00:00:00,7.58,0857
Q1 2024,812184,45683,0.25,-,2753922,1073308,1680614,8.15,1875084,10.60,0.56,1.03,5.67%,8.41%,9.43%,-,857,2024-03-31 00:00:00,6.202,0857
Q4 2023,728877,29495,0.16,0.230,2752448,1122075,1630373,7.90,1368270,7.71,0.41,0.76,5.96%,13.00%,12.97%,10.13%,857,2023-12-31 00:00:00,4.784,0857
Q3 2023,802264,46379,0.25,-,2781820,1184345,1597475,7.75,1511226,8.78,0.46,0.88,5.36%,11.63%,11.40%,-,857,2023-09-30 00:00:00,5.47,0857
Q2 2023,747400,41648,0.23,0.210,2719277,1131231,1588046,7.72,1421337,8.63,0.42,0.83,5.80%,12.46%,11.59%,9.61%,857,2023-06-30 00:00:00,4.833,0857
Q1 2023,732471,43624,0.24,-,2710608,1129870,1580738,7.70,1193551,6.81,0.33,0.66,6.42%,7.89%,14.69%,-,857,2023-03-31 00:00:00,3.97,0857
Q4 2022,783766,28812,0.15,0.220,2670400,1136234,1534166,7.46,985098,5.86,0.27,0.57,5.02%,11.26%,17.07%,15.67%,857,2022-12-31 00:00:00,3.048,0857
Q3 2022,840780,38304,0.21,-,2793316,1280591,1512725,7.34,984492,6.51,0.28,0.59,5.74%,12.88%,15.35%,-,857,2022-09-30 00:00:00,2.749,0857
Q2 2022,835253,42728,0.24,0.203,2772369,1276857,1495512,7.29,1084172,7.66,0.31,0.62,5.60%,12.16%,13.05%,11.70%,857,2022-06-30 00:00:00,2.99,0857
Q1 2022,779368,38899,0.21,-,2610802,1158486,1452316,7.12,1189826,9.32,0.34,0.66,4.00%,6.19%,10.73%,-,857,2022-03-31 00:00:00,3.154,0857
